timestamp,temperature_forecast,humidity_forecast,pressure_forecast,wind_speed_forecast,zscore_forecast,rolling_mean_forecast,rolling_std_forecast,first_difference_forecast
2024-03-28 21:00:00,24.621725,58.485725,1011.1041,2.6040506,-0.06655374,23.598036,5.955858,6.7428713
2024-03-28 22:00:00,23.5496,62.839344,1011.92847,3.2848861,-0.28409836,24.058386,5.9790936,-7.2986765
2024-03-28 23:00:00,21.12894,56.85756,1013.274,3.5304966,-0.7752741,24.483688,5.9149466,-5.366598
2024-03-29 00:00:00,23.813255,64.90778,1010.72815,3.501426,-0.23060033,24.729683,6.3653154,2.8349524
2024-03-29 01:00:00,22.26808,56.14425,1013.8277,2.4070675,-0.5441317,24.009073,6.2079153,1.0572792
2024-03-29 02:00:00,24.612614,53.927765,1011.3995,2.890127,-0.06840272,23.294262,5.8399925,2.1356335
2024-03-29 03:00:00,24.629202,59.63682,1012.2797,2.4543257,-0.065036714,22.987745,5.2426906,4.244633
2024-03-29 04:00:00,27.561506,61.32111,1010.8028,2.3876624,0.5299567,23.247282,5.1315384,1.9207102
2024-03-29 05:00:00,26.06429,59.142056,1009.3697,3.510557,0.22615658,21.669651,5.447289,1.0876895
2024-03-29 06:00:00,24.57026,58.263084,1011.49927,2.5496922,-0.076996796,22.2771,5.645209,-4.183637
2024-03-29 07:00:00,26.768927,58.289692,1013.00275,2.4555895,0.36913455,23.911856,5.524558,-1.5792035
2024-03-29 08:00:00,25.468006,58.706314,1014.4404,2.3477433,0.105164796,24.517956,5.3869443,0.04992386
2024-03-29 09:00:00,23.641096,52.33508,1014.40796,2.5499434,-0.26553318,25.657871,5.5319614,-0.0023439827
2024-03-29 10:00:00,21.771183,58.455246,1011.6682,3.051296,-0.644957,25.9751,5.293309,6.5510597
2024-03-29 11:00:00,28.871372,57.95192,1013.41956,3.4671478,0.7957413,25.705738,5.510423,2.8868208
2024-03-29 12:00:00,26.245773,54.502327,1014.33295,2.992431,0.26298162,26.155071,4.35323,-5.4869666
2024-03-29 13:00:00,23.277166,58.945965,1012.935,2.95493,-0.33937803,25.358908,4.9065433,3.8629575
2024-03-29 14:00:00,28.082516,53.20271,1011.811,3.1873744,0.63567454,24.33778,4.5093627,-5.003979
2024-03-29 15:00:00,23.27229,55.75232,1010.71136,2.723558,-0.3403678,24.23272,4.329156,1.1897588
2024-03-29 16:00:00,24.644732,56.788338,1014.7466,2.795896,-0.0618856,24.556658,3.5555992,1.796884
2024-03-29 17:00:00,25.306778,53.29188,1014.5011,2.8700433,0.07245027,24.846212,3.7616723,-2.407796
2024-03-29 18:00:00,24.95165,56.394005,1016.0535,3.018979,0.00039131756,24.671246,4.1354527,-1.3104485
2024-03-29 19:00:00,26.660269,58.989876,1012.7351,2.4018729,0.34708667,25.066835,4.1834035,0.8975699
2024-03-29 20:00:00,21.61389,60.52007,1012.80896,2.393643,-0.6768732,26.453943,3.8091884,-0.20471992
2024-03-29 21:00:00,22.650898,53.84835,1012.7514,2.754819,-0.46645394,25.987194,4.2790685,-0.25335538
2024-03-29 22:00:00,26.5093,63.299515,1011.8212,3.0197155,0.31645373,25.944519,4.5293508,-2.641547
2024-03-29 23:00:00,23.737238,55.871605,1012.9288,2.7693152,-0.24602516,26.314562,4.9719954,-3.5777502
2024-03-30 00:00:00,23.815792,58.584408,1012.6826,2.8210192,-0.23008558,25.707132,3.8163717,5.754488
2024-03-30 01:00:00,23.096817,65.74003,1013.1142,2.8316674,-0.37597278,25.881174,3.9134912,-2.2321815
2024-03-30 02:00:00,23.130005,57.210953,1012.0272,2.5897012,-0.36923838,24.07819,4.579421,4.3842797
2024-03-30 03:00:00,26.126465,56.72939,1010.226,2.7067637,0.23877282,25.00456,4.07991,-1.277634
2024-03-30 04:00:00,22.505285,58.72851,1013.69946,3.2339613,-0.49600038,25.461798,3.9016626,1.615331
2024-03-30 05:00:00,23.625055,61.16673,1011.8184,2.773863,-0.2687879,25.049133,3.858333,4.307555
2024-03-30 06:00:00,23.416336,58.972622,1011.0947,2.5516114,-0.3111391,24.881992,4.1217513,-5.44974
2024-03-30 07:00:00,24.599405,60.1681,1011.8757,2.9725807,-0.07108259,24.471817,4.156223,0.47543508
2024-03-30 08:00:00,25.78844,57.46127,1013.3381,2.4615648,0.17018415,24.359272,5.028086,3.2094674
2024-03-30 09:00:00,24.542038,53.903713,1010.8902,3.1281698,-0.082723126,24.12955,5.2258477,3.2144954
2024-03-30 10:00:00,27.760939,55.428493,1010.9569,3.224775,0.57042336,23.23824,5.2776446,-1.9871467
2024-03-30 11:00:00,25.371275,55.4746,1011.6665,2.9071813,0.08553703,22.157312,5.5913897,-1.7334086
2024-03-30 12:00:00,25.683393,51.240486,1012.3583,2.4520028,0.14886919,23.342064,6.151286,-6.1908894
2024-03-30 13:00:00,21.713943,52.218033,1012.3194,2.831128,-0.6565713,22.785759,6.1213436,-2.2326007
2024-03-30 14:00:00,24.084679,67.842705,1011.3609,2.8302126,-0.17552581,23.93083,6.897479,-2.3588338
2024-03-30 15:00:00,24.053396,61.412655,1012.12366,2.698022,-0.1818732,24.592556,6.8176126,0.5901107
2024-03-30 16:00:00,23.645737,62.098434,1013.7925,2.3447978,-0.26459146,25.669245,5.602106,1.53794
2024-03-30 17:00:00,23.200005,60.92978,1011.99054,3.3803785,-0.3550351,24.951794,5.6461883,0.21388662
2024-03-30 18:00:00,24.057377,56.425972,1013.6677,2.8550503,-0.18106565,25.542913,5.82635,2.1820114
2024-03-30 19:00:00,22.208252,56.710896,1012.4975,2.8325899,-0.5562714,24.809526,5.5992594,0.19810317
2024-03-30 20:00:00,23.475046,63.89409,1012.28375,3.119181,-0.29922643,25.736618,4.5485544,-7.242411
2024-03-30 21:00:00,24.566935,53.312107,1012.6494,2.6631165,-0.07767141,25.32944,3.73101,1.7136111
2024-03-30 22:00:00,24.859383,56.76205,1011.85913,2.7666245,-0.018330868,25.186552,3.8525703,-0.4525546
2024-03-30 23:00:00,22.698723,55.034798,1017.40204,3.2263563,-0.45674983,25.457493,4.140446,3.1147106
